Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Alex Urias-Calvillo","CSUB",,0,0,4.295454452353077,20,0,0,0,1,14.2,66,15,9,7,1,5,2,0,1,5,"Alex Urias-Calvillo","sa3062914",
"Blake Wolf","SFA",,0,0,26.99999919533732,5,0,0,0,0,2.2,23,8,8,8,0,5,2,1,0,5,"Blake Wolf","sa3062925",
"Gavin Brummond","OMA",,0,0,7.81578927753375,10,0,0,0,0,12.2,63,19,12,11,2,7,1,2,0,5,"Gavin Brummond","sa3065009",
"Joey Helms","MERC",,0,0,3.176470677332897,5,0,0,0,0,5.2,33,8,3,2,1,6,1,1,0,5,"Joey Helms","sa3065053",
"Jaden McNeely","SMC",,1,0,5.192307501854988,7,1,0,0,0,8.2,40,9,6,5,2,5,0,0,0,5,"Jaden McNeely","sa3065094",
"Alex Rosario","UL",22,1,0,8.30769200296798,9,0,0,0,0,4.1,22,4,5,4,1,2,4,1,0,5,"Alex Rosario","sa3065123",
"Coleson Abel","LAM",22,0,0,0,6,0,0,0,0,2.2,14,3,1,0,0,3,0,0,0,5,"Coleson Abel","sa3065241",
"Gus Allred","UNCO",22,0,1,12.705882709331588,7,0,0,0,0,5.2,30,10,9,8,2,3,0,2,0,5,"Gus Allred","sa3065245",
"James Beasley","PRIN",,0,4,16.783784216385513,5,5,0,0,0,12.1,80,31,24,23,2,9,4,5,0,5,"James Beasley","sa3065255",
"Ethan Ianni","UMBC",,1,2,3.4838710749186568,8,0,0,0,1,10.1,48,9,10,4,0,8,2,1,0,5,"Ethan Ianni","sa3065330",
"Ben Nugent","TOW",,0,1,8.526315575491363,7,0,0,0,0,6.1,33,8,6,6,0,7,1,0,0,5,"Ben Nugent","sa3065374",
"Ryan Bailey","MD",19,0,0,12.705882709331588,5,1,0,0,0,5.2,35,14,9,8,1,4,0,0,0,5,"Ryan Bailey","sa3065499",
"Kelly Crumpton","TROY",23,1,0,10.384615003709976,7,0,0,0,0,4.1,27,7,5,5,2,5,2,0,0,5,"Kelly Crumpton","sa3065517",
"Hayes Melville","UTA",,0,1,15.75,6,0,0,0,0,4,28,5,10,7,0,9,1,3,0,5,"Hayes Melville","sa3065573",
"Trey Newmann","TCU",,1,0,8.30769200296798,5,0,0,0,0,4.1,23,3,6,4,0,5,1,1,0,5,"Trey Newmann","sa3065581",
"Brennan Rumpf","ME",,0,0,5.586206712847522,10,0,0,0,1,9.2,46,11,9,6,0,6,2,1,0,5,"Brennan Rumpf","sa3065604",
"Brennen Grams","SIUE",,0,1,8.590908904706154,8,0,0,0,0,7.1,40,7,8,7,1,10,1,3,0,5,"Brennen Grams","sa3065798",
"Dominic Monaco","WKU",20,0,0,11.571428965549092,4,0,0,0,0,4.2,24,4,6,6,1,6,0,1,0,5,"Dominic Monaco","sa3065827",
"Frankie Nardo","WAG",,0,0,5,8,2,0,0,0,9,43,7,7,5,0,8,1,0,0,5,"Frankie Nardo","sa3065829",
"Wes Estes","WOF",,0,0,19.636363210756926,5,0,0,0,0,3.2,26,11,11,8,5,3,0,2,0,5,"Wes Estes","sa3065919",
"Mattox Meeks","FGCU",,0,0,4.15384600148399,4,0,0,0,0,4.1,19,5,2,2,2,0,0,1,0,5,"Mattox Meeks","sa3065942",
"Sawyer Wickstrom","UVU",,0,0,6,6,0,0,0,0,6,30,6,4,4,1,5,0,0,0,5,"Sawyer Wickstrom","sa3066103",
"Blake Encarnacion","NEB",,0,0,0,9,0,0,0,0,4,19,1,0,0,0,3,3,1,0,5,"Blake Encarnacion","sa3066185",
"Erik Kvidahl","CP",,0,0,21,4,0,0,0,0,3,17,8,7,7,0,0,0,2,0,5,"Erik Kvidahl","sa3066209",
"Vincent Braga","SCU",,0,0,3.75,11,0,0,0,0,12,58,19,6,5,0,3,2,1,0,5,"Vincent Braga","sa3066296",
"Rex Henderson","RGV",,1,0,5.6842103836609095,7,0,0,0,0,6.1,33,6,5,4,1,6,3,3,0,5,"Rex Henderson","sa3066385",
"Tyler DeBrocky","CAN",,0,0,15.428571954065458,4,3,0,0,0,4.2,28,6,8,8,0,5,2,0,0,5,"Tyler DeBrocky","sa3066472",
"Grant Stratton","WRST",,0,1,15.260869881606514,6,2,0,0,0,7.2,44,10,13,13,2,10,3,0,0,5,"Grant Stratton","sa3066556",
"Cade O'Leary","MSST",,0,0,0,2,0,0,0,0,2,9,2,2,0,0,0,0,1,0,5,"Cade O'Leary","sa3066576",
"Alex Primeau","ME",,0,0,20.769230007419953,6,0,0,0,0,4.1,27,8,10,10,1,5,2,0,0,5,"Alex Primeau","sa3066580",
"Sam Sandy","EVAN",22,0,0,14.625,9,0,0,0,0,8,54,15,13,13,1,12,5,5,0,5,"Sam Sandy","sa3066581",
"Logan Bingham","MTSU",,0,1,12.857142857142858,4,1,0,0,0,7,37,12,11,10,2,2,2,1,0,5,"Logan Bingham","sa3066600",
"Luke Oblen","APP",,0,0,12,9,2,0,0,0,9,51,12,12,12,1,13,2,2,0,5,"Luke Oblen","sa3066637",
"Matt Garcia","CLT",,0,0,13.5,7,0,0,0,0,4,19,7,6,6,0,1,0,0,0,5,"Matt Garcia","sa3066678",
"Ryan Porche","HCU",20,0,0,10.384615003709976,5,0,0,0,0,4.1,23,7,7,5,1,2,0,1,0,5,"Ryan Porche","sa3066692",
"Nic Harris","ELON",,0,0,10.124999698251495,8,0,0,0,0,5.1,29,10,6,6,0,4,2,2,0,5,"Nic Harris","sa3066792",
"Austin Steeves","STAN",,0,1,7.043478406895314,7,0,0,0,0,7.2,41,12,7,6,1,7,0,0,0,5,"Austin Steeves","sa3066852",
"Ethan Van Sice","COR",,1,0,11.25,6,0,0,0,0,8,45,16,11,10,1,5,0,2,0,5,"Ethan Van Sice","sa3066869",
"Jason Blanchard","MASS",,1,0,18,6,0,0,0,0,9,64,25,21,18,3,7,5,0,0,5,"Jason Blanchard","sa3066921",
"Luke Jacobson","VILL",18,0,0,8.100000193119053,6,0,0,0,0,3.1,17,3,3,3,1,3,1,1,0,5,"Luke Jacobson","sa3066981",
"Trevor Raade","WMU",,0,0,7.875,5,0,0,0,0,8,38,8,7,7,1,6,1,1,0,5,"Trevor Raade","sa3067056",
"Stunner Gonzalez","UCSB",,1,0,0,4,0,0,0,0,4,18,2,0,0,0,3,1,0,0,5,"Stunner Gonzalez","sa3067110",
"Aaron Kniffin","SDSU",,0,0,4.050000096559526,7,0,0,0,0,6.2,31,3,4,3,0,7,1,2,0,5,"Aaron Kniffin","sa3067113",
"Justus Agosto","UNA",22,0,0,9.947368171406591,6,0,0,0,0,6.1,30,8,8,7,2,3,1,0,0,4,"Justus Agosto","sa3025800",
"Ayden Alexander","GW",,0,0,4.5,5,1,0,0,0,6,27,4,3,3,1,4,1,1,0,4,"Ayden Alexander","sa3025875",
"Johnny Alkire","TXST",21,0,1,3.8571429885163644,6,0,0,0,0,4.2,23,4,5,2,1,7,1,1,0,4,"Johnny Alkire","sa3025899",
"Gavin Alloway","RID",22,0,1,52.4117661759928,7,0,0,0,0,5.2,58,13,33,33,1,22,8,5,0,4,"Gavin Alloway","sa3025944",
"Chase Armstrong","ARST",,0,0,11.571428965549092,4,0,0,0,0,2.1,12,1,3,3,0,4,0,0,0,4,"Chase Armstrong","sa3026203",
"Caden Barnett","PRES",23,0,0,13.5,10,0,0,0,0,8,47,8,12,12,0,11,4,0,0,4,"Caden Barnett","sa3026592",
"Dalton Beck","LSU",,0,0,0,3,0,0,0,0,2,10,1,0,0,0,3,0,0,0,4,"Dalton Beck","sa3026832",
"Owen Beisty","NAVY",,0,1,7.043478406895314,9,0,0,0,0,7.2,46,15,6,6,0,6,2,2,0,4,"Owen Beisty","sa3026887",
"Austin Bergum","NDSU",22,0,1,8.709677687296642,9,0,0,0,0,10.1,61,15,12,10,1,12,2,1,0,4,"Austin Bergum","sa3027042",
"Porter Braddy","UNCW",,0,0,4.5,9,0,0,0,0,4,21,4,2,2,0,4,0,0,0,4,"Porter Braddy","sa3027544",
"Zach Broderick","MRMK",,0,0,24,8,0,0,0,0,6,43,13,17,16,4,9,4,2,0,4,"Zach Broderick","sa3027732",
"Christian Colmery","DEL",,0,0,18,6,0,0,0,0,5,38,12,16,10,3,8,2,1,0,4,"Christian Colmery","sa3029200",
"Micah Davis","RICE",,0,0,33.74999899417165,7,0,0,0,0,2.2,21,3,10,10,0,8,1,3,0,4,"Micah Davis","sa3029925",
"Chandler Dorsey","LSU",21,0,0,5.4,5,0,0,0,0,5,26,8,5,3,0,2,0,2,0,4,"Chandler Dorsey","sa3030491",
"Josiah Erd","EKU",,0,0,9,7,1,0,0,0,6,34,12,6,6,2,4,2,1,0,4,"Josiah Erd","sa3030974",
"Zach Erdman","TTU",21,0,0,4.295454452353077,9,0,0,0,0,14.2,67,23,10,7,1,2,0,0,0,4,"Zach Erdman","sa3030977",
"J.D. Everett","UNCW",,0,0,18,7,0,0,0,0,4,23,9,8,8,1,2,0,1,0,4,"J.D. Everett","sa3031087",
"Nile Foss","TAR",,0,0,17.35714344832364,5,0,0,0,0,4.2,30,7,9,9,1,7,2,1,0,4,"Nile Foss","sa3031569",
"Owen Geiger","NAVY",,0,0,21,4,0,0,0,0,3,22,6,7,7,0,4,3,0,0,4,"Owen Geiger","sa3032095",
"Jacob Gholston","OU",20,1,0,10.124999698251495,3,2,0,0,0,5.1,31,9,7,6,0,6,2,7,0,4,"Jacob Gholston","sa3032161",
"Dillon Haines","DBU",,0,0,6.230769002225986,5,0,0,0,0,4.1,24,5,3,3,0,4,2,1,0,4,"Dillon Haines","sa3032977",
"Spenser Hamblen","WCU",,0,1,19.285714942581823,4,1,0,0,0,4.2,28,8,10,10,1,4,3,0,0,4,"Spenser Hamblen","sa3033069",
"Jackson Hamilton","HCU",,0,1,11.368420767321819,7,0,0,0,0,6.1,32,6,9,8,0,7,1,3,0,4,"Jackson Hamilton","sa3033084",
"Rhett Hammontree","GASO",,0,1,18.692307006677957,5,0,0,0,0,4.1,23,7,10,9,0,4,0,0,0,4,"Rhett Hammontree","sa3033106",
"Aidan Hatcher","BUT",21,0,1,17.808510276946407,14,0,0,0,0,15.2,94,31,31,31,7,13,6,2,0,4,"Aidan Hatcher","sa3033384",
"Spencer Hatch","TAR",,0,1,27.00000091961455,3,0,0,0,0,2.1,19,6,8,7,1,5,1,0,0,4,"Spencer Hatch","sa3033389",
"Francisco Hernandez","RGV",,1,1,4.9090908026892315,4,2,0,0,0,7.1,39,9,6,4,1,7,0,0,0,4,"Francisco Hernandez","sa3033675",
"Spencer Hill","OSU",23,0,0,16.874999497085824,6,0,0,0,0,2.2,24,5,6,5,0,9,2,2,0,4,"Spencer Hill","sa3033832",
"Connor Hults","FSU",,0,0,8.30769200296798,7,0,0,0,0,4.1,24,4,4,4,0,5,3,2,0,4,"Connor Hults","sa3034290",
"Johnny Joseph","QUC",20,0,1,21.6,14,0,0,0,0,10,67,17,26,24,2,19,3,3,0,4,"Johnny Joseph","sa3034946",
"Hayde Key","TXST",24,0,0,13.5,7,0,0,0,0,6,32,8,9,9,2,7,0,0,0,4,"Hayde Key","sa3035325",
"Brenden Kline","BRWN",,1,1,15,12,0,0,0,0,12,85,24,25,20,1,15,9,0,0,4,"Brenden Kline","sa3035505",
"Connor Kurki","NKU",23,0,2,13.5,6,0,0,0,0,6,31,7,9,9,1,5,2,1,0,4,"Connor Kurki","sa3035793",
"Mark Lopez","LAM",,0,0,6.352941354665794,7,0,0,0,1,5.2,27,5,4,4,1,5,1,2,0,4,"Mark Lopez","sa3036547",
"Adyn Lucero","NAVY",,2,0,5.684210526315789,11,0,0,0,0,19,83,22,14,12,1,6,1,2,0,4,"Adyn Lucero","sa3036643",
"Cole Mascott","NU",,0,2,20.24999939650299,7,1,0,0,0,5.1,42,5,13,12,1,16,5,5,0,4,"Cole Mascott","sa3037241",
"Chris Mazza","SHU",,0,0,11.25,7,0,0,0,0,8,50,11,13,10,0,15,0,5,0,4,"Chris Mazza","sa3037400",
"Kyler McIntosh","ALST",22,3,1,6.171428403270492,8,2,0,0,0,11.2,59,14,9,8,0,9,1,0,0,4,"Kyler McIntosh","sa3037640",
"Perry Miller","BGSU",21,0,0,14.4,5,0,0,0,0,5,29,11,9,8,2,2,0,0,0,4,"Perry Miller","sa3038083",
"EJ Miramontes","RGV",,0,0,14.538461005193968,5,0,0,0,0,4.1,26,6,7,7,2,7,0,1,0,4,"EJ Miramontes","sa3038141",
"Evan Moll","PAC",,0,1,9.391304542527086,7,1,0,0,0,7.2,42,13,8,8,3,4,2,2,0,4,"Evan Moll","sa3038223",
"Brady Morse","BELL",,0,2,21.272727272727273,8,1,0,0,0,11,71,25,26,26,1,8,5,1,0,4,"Brady Morse","sa3038437",
"Isaac Morton","TA&M",20,1,0,2.4545454013446157,3,0,0,0,0,3.2,20,4,1,1,0,4,2,0,0,4,"Isaac Morton","sa3038449",
"Ryan Mullock","LEH",21,0,0,22.5,3,0,0,0,0,4,26,10,10,10,1,4,0,3,1,4,"Ryan Mullock","sa3038541",
"Kyle Percival","UNC",21,0,0,14.4,5,1,0,0,0,5,31,10,10,8,3,3,2,3,0,4,"Kyle Percival","sa3039694",
"Sam Peterson","ARST",22,0,0,9,4,0,0,0,0,4,22,4,4,4,1,4,2,0,0,4,"Sam Peterson","sa3039800",
"Aidan Plummer","DART",,0,0,14.4,5,0,0,0,1,5,34,4,8,8,0,11,3,1,0,4,"Aidan Plummer","sa3040001",
"Ryan Reddemann","CSUB",,0,0,4.15384600148399,10,0,0,0,0,4.1,17,1,2,2,0,3,1,0,0,4,"Ryan Reddemann","sa3040516",
"Owen Riley","VMI",20,0,0,8.526315575491363,4,0,0,0,0,6.1,42,11,7,6,1,9,4,2,0,4,"Owen Riley","sa3040768",
"Jackson Rodgers","WIU",,3,2,9.851351605269757,17,2,0,0,0,24.2,129,39,29,27,3,18,5,1,0,4,"Jackson Rodgers","sa3040955",
"Jacob Rogers","TTU",,0,0,17.18181780941231,5,0,0,0,0,3.2,25,8,8,7,1,6,0,1,0,4,"Jacob Rogers","sa3041053",
"Kevin Rourke","UML",,0,1,17.550000418424617,4,2,0,0,0,6.2,47,16,14,13,1,5,4,0,0,4,"Kevin Rourke","sa3041210",
"Barron Sawyer","PUR",21,0,0,16.2,7,1,0,0,0,5,31,8,9,9,0,4,4,1,0,4,"Barron Sawyer","sa3041622",
"Brayden Schoetzow","WRST",,1,1,16.5,6,4,0,0,0,6,40,3,13,11,0,12,7,3,0,4,"Brayden Schoetzow","sa3041750",
"Parker Schuring","NIU",,0,2,14.086956813790628,9,0,0,0,0,7.2,47,16,13,12,0,6,4,2,0,4,"Parker Schuring","sa3041822",
"Evan Selmer","UMBC",22,0,0,0,2,0,0,0,0,1.2,12,1,0,0,0,4,2,1,0,4,"Evan Selmer","sa3041973",
"Cooper Smith","STET",22,1,0,0,2,0,0,0,0,3,12,2,1,0,0,0,0,0,0,4,"Cooper Smith","sa3042521",
"Steve Solorzano","NMSU",20,1,0,0,3,0,0,0,1,5,15,2,0,0,0,0,0,0,0,4,"Steve Solorzano","sa3042735",
"Dakota Stone","UCF",21,0,0,27.00000091961455,4,0,0,0,0,2.1,17,7,7,7,1,3,0,0,0,4,"Dakota Stone","sa3043168",
"TJ Swidorski","COR",,0,0,7.714285714285714,7,0,0,0,1,7,33,6,6,6,0,5,2,3,0,4,"TJ Swidorski","sa3043412",
"Hunter Teplanszky","BAY",23,0,0,5.062499849125747,5,0,0,0,0,5.1,21,1,3,3,1,3,1,0,0,4,"Hunter Teplanszky","sa3043629",
"Shane Van Dam","NCSU",21,0,0,4.5,3,1,0,0,0,8,34,7,4,4,0,4,0,0,0,4,"Shane Van Dam","sa3044327",
"Danny Veloz","HAW",24,1,0,8.100000193119053,7,0,0,0,0,6.2,29,11,6,6,2,0,0,0,0,4,"Danny Veloz","sa3044434",
"Jacob Vogel","IU",21,0,0,4.354838843648321,10,0,0,0,1,10.1,51,15,5,5,0,4,3,1,0,4,"Jacob Vogel","sa3044546",
"Cade Wiegert","NDSU",21,1,0,7,10,0,0,0,0,9,42,11,8,7,0,5,2,2,0,4,"Cade Wiegert","sa3045175",
"Josh Willitts","RICH",,1,0,10.124999698251495,7,0,0,0,0,5.1,29,3,6,6,0,8,3,2,1,4,"Josh Willitts","sa3045318",
"Jordan Zuger","BEL",23,1,0,3.8571429885163644,3,0,0,0,0,4.2,25,4,4,2,1,4,1,0,0,4,"Jordan Zuger","sa3045887",
"Calix Armijo","CSUN",23,0,1,13.50000032186509,4,0,0,0,1,3.1,19,5,6,5,0,3,1,1,0,4,"Calix Armijo","sa3058513",
"Cecil Barone","OAK",,0,1,23.4,8,1,0,0,0,5,34,11,14,13,1,4,3,2,0,4,"Cecil Barone","sa3058556",
"Koen Barton","HAW",,1,0,4.9090908026892315,5,0,0,0,0,3.2,17,4,2,2,0,1,1,0,0,4,"Koen Barton","sa3058567",
"AJ Beltre","USD",,0,0,6.750000160932545,5,1,0,0,0,6.2,29,8,5,5,1,2,2,0,0,4,"AJ Beltre","sa3058612",
"Luke Billings","WAKE",,0,0,13.5,3,0,0,0,0,2,13,4,4,3,0,1,1,1,0,4,"Luke Billings","sa3058642",
"Micah Bujacich","WASH",,0,0,7.714285977032729,5,0,0,0,0,4.2,20,6,4,4,1,0,2,0,0,4,"Micah Bujacich","sa3058766",
"Tyler Castrataro","HOF",,0,2,10.8,4,2,0,0,0,5,27,7,6,6,0,5,1,2,0,4,"Tyler Castrataro","sa3058842",
"TJ Curley","STO",,0,1,19.05882406399738,3,2,0,0,0,5.2,38,14,12,12,2,6,1,0,0,4,"TJ Curley","sa3058968",
"Collin Dennis","TXSO",19,0,0,11.812499647960077,9,1,0,0,0,10.2,61,21,16,14,3,9,2,7,0,4,"Collin Dennis","sa3059036",
"JC Dermody","WICH",21,0,0,13.50000032186509,5,0,0,0,0,3.1,25,6,5,5,0,7,3,1,0,4,"JC Dermody","sa3059041",
"Evan Doyle","FDU",,0,2,16.200000386238106,4,3,0,0,0,6.2,37,9,12,12,2,9,1,0,1,4,"Evan Doyle","sa3059078",
"Sawyer Duarte","RICH",23,0,0,17.35714344832364,4,0,0,0,0,4.2,27,8,10,9,1,4,1,1,0,4,"Sawyer Duarte","sa3059087",
"Jackson Duncan","DAY",,0,0,7.714285977032729,5,3,0,0,0,9.1,51,14,9,8,1,10,1,3,0,4,"Jackson Duncan","sa3059095",
"Davis Franklin","SCU",,0,0,29.45454481613539,4,0,0,0,0,3.2,29,8,13,12,1,10,1,2,0,4,"Davis Franklin","sa3059228",
"Myles Green","UNO",20,1,0,7.2,6,0,0,0,0,5,28,6,5,4,1,6,0,3,0,4,"Myles Green","sa3059349",
"Jake Gregor","LOU",,1,0,7.043478406895314,10,0,0,0,0,7.2,39,9,10,6,1,5,3,4,0,4,"Jake Gregor","sa3059353",
"Adam Haight","ORST",,0,0,6.74999979883433,4,0,0,0,0,2.2,12,3,2,2,1,0,1,1,0,4,"Adam Haight","sa3059388",
"Carter Hall","NIA",,0,0,9.642857471290911,4,0,0,0,0,4.2,28,7,5,5,0,5,3,3,0,4,"Carter Hall","sa3059391",
"Dawson Hargrove","ARST",22,0,0,4.15384600148399,5,0,0,0,0,4.1,18,4,2,2,1,1,1,0,0,4,"Dawson Hargrove","sa3059411",
"Naun Haro","KU",,0,1,16.2,5,1,0,0,0,5,31,9,10,9,0,6,1,0,0,4,"Naun Haro","sa3059414",
"Logan Haslam","BELL",23,0,0,13.49999950482297,8,0,0,0,0,8.2,46,16,14,13,3,8,0,0,0,4,"Logan Haslam","sa3059432",
"Jack Hedrick","DUKE",19,0,0,18,4,0,0,0,0,3,22,11,6,6,3,2,0,1,0,4,"Jack Hedrick","sa3059451",
"Tanner Hosick","OMA",,0,0,21.31578893872841,8,0,0,0,0,6.1,38,9,15,15,1,9,1,0,0,4,"Tanner Hosick","sa3059527",
"Michael Infranca","AMCC",,0,0,11.571428571428571,8,0,0,0,0,7,39,13,9,9,2,4,0,0,0,4,"Michael Infranca","sa3059565",
"Tate Jones","ETSU",19,0,1,9.450000225305562,10,0,0,0,0,6.2,38,12,11,7,1,4,1,0,0,4,"Tate Jones","sa3059627",
"Andrew Lepine","STET",,1,0,7.941176693332243,10,0,0,0,0,11.1,59,14,10,10,2,6,8,0,0,4,"Andrew Lepine","sa3059799",
"Kyrin Long","ALST",,0,1,6.136363503361539,7,0,0,0,0,7.1,37,10,6,5,1,5,0,0,0,4,"Kyrin Long","sa3059838",
"Owen Luchies","LIU",,0,1,21.857142857142858,5,1,0,0,0,7,48,17,21,17,3,9,1,2,0,4,"Owen Luchies","sa3059865",
"Sam Maclaughlin","MOST",,0,1,19.636363210756926,6,0,0,0,0,3.2,22,6,8,8,1,6,1,2,0,4,"Sam Maclaughlin","sa3059886",
"Tate Martin","NDSU",,0,2,25.65000061154367,3,2,0,0,0,6.2,43,16,19,19,2,8,2,2,0,4,"Tate Martin","sa3059937",
"AJ McAninch","MRSH",,0,0,0,6,0,0,0,0,5,22,2,0,0,0,4,0,1,0,4,"AJ McAninch","sa3059952",
"Austin McCabe","UMES",,0,0,16.2,9,2,0,0,0,10,67,13,18,18,1,24,2,10,0,4,"Austin McCabe","sa3059954",
"Matt Minckler","DEL",,0,0,0,3,0,0,0,0,2.1,10,1,0,0,0,2,0,0,0,4,"Matt Minckler","sa3060051",
"Christian Morel","ILL",24,0,0,6.096774381107649,10,0,0,0,0,10.1,49,14,8,7,1,5,1,1,0,4,"Christian Morel","sa3060087",
"Matthew Moreno","LMU",20,0,0,5.4,5,0,0,0,1,5,24,7,3,3,1,1,2,0,0,4,"Matthew Moreno","sa3060088",
"Parker Munday","AKR",22,0,0,10.125,7,0,0,0,0,8,44,10,9,9,0,11,3,2,0,4,"Parker Munday","sa3060108",
"Keegan O'Hearn","MICH",,0,0,13.49999959766866,3,0,0,0,0,2.2,21,3,4,4,0,8,2,1,1,4,"Keegan O'Hearn","sa3060175",
"Jake Pemble","BRAD",,0,0,10.945946228077508,10,0,0,0,0,12.1,72,19,17,15,0,15,2,2,0,4,"Jake Pemble","sa3060231",
"Clayton Taylor","NIU",,0,1,11.454545454545455,11,0,0,0,0,11,56,18,14,14,2,6,1,1,0,4,"Clayton Taylor","sa3060719",
"Nolan Tillit","LMU",,0,0,8.30769200296798,6,0,0,0,0,4.1,22,3,6,4,0,4,1,3,0,4,"Nolan Tillit","sa3060754",
"Dylan Torres","SAC",,0,2,11.571428965549092,6,0,0,0,0,4.2,31,9,8,6,2,1,5,1,0,4,"Dylan Torres","sa3060773",
"Nik Toups","SELA",,1,0,13.5,4,2,0,0,0,4,23,6,7,6,0,4,1,1,0,4,"Nik Toups","sa3060776",
"Patrick Vienne","SELA",,0,0,1.8,4,1,0,0,0,5,23,2,2,1,0,5,2,0,0,4,"Patrick Vienne","sa3060843",
"John Whiteside","UNCA",,0,1,9.818181605378463,4,0,0,0,0,3.2,24,4,4,4,0,5,2,3,0,4,"John Whiteside","sa3060913",
"Thomas Young","SDSU",,0,2,14.538461005193968,7,0,0,0,0,4.1,26,6,7,7,0,6,1,3,0,4,"Thomas Young","sa3060993",
"Dylan Zucker","WAKE",21,0,0,6.750000160932545,5,0,0,0,0,6.2,30,3,5,5,0,7,1,0,0,4,"Dylan Zucker","sa3061014",
"Nic Abraham","TENN",,1,0,8.30769200296798,6,1,0,0,0,4.1,25,9,7,4,0,1,0,0,0,4,"Nic Abraham","sa3062550",
"Houston High","TNTC",23,0,0,10.285714285714286,9,1,0,0,0,7,36,7,10,8,1,7,1,0,0,4,"Houston High","sa3062612",
"Drew Kirby","UL",,0,0,16.61538400593596,5,0,0,0,0,4.1,29,7,8,8,1,6,2,1,0,4,"Drew Kirby","sa3062628",
"John Lobs","WCU",,0,0,13.5,5,0,0,0,0,4,28,8,7,6,2,6,2,0,0,4,"John Lobs","sa3062635",
"Gavin Maines","WCU",19,0,1,14.210525959152273,7,0,0,0,0,6.1,33,10,10,10,2,5,0,0,0,4,"Gavin Maines","sa3062639",
"Tanner Wiggins","TENN",20,0,0,0,4,0,0,0,0,2.1,12,1,0,0,0,4,0,1,0,4,"Tanner Wiggins","sa3062698",
"Brant Melancon","SELA",,0,0,0,3,0,0,0,0,3,15,1,0,0,0,4,1,0,0,4,"Brant Melancon","sa3062874",
"CJ Bussell","DAY",,0,0,29.700000708103197,4,0,0,0,0,3.1,25,7,11,11,0,5,3,1,0,4,"CJ Bussell","sa3065010",
"Joshua Surigao","HAW",,0,0,0,2,0,0,0,0,1.2,10,1,0,0,0,2,1,0,0,4,"Joshua Surigao","sa3065145",
"Mark Henderson","YSU",,0,1,16.61538400593596,5,0,0,0,0,4.1,28,2,8,8,1,8,5,6,0,4,"Mark Henderson","sa3065325",
"Bryant Kimbrell","WCU",18,0,0,7.105262979576136,7,0,0,0,0,6.1,30,10,6,5,1,0,3,0,0,4,"Bryant Kimbrell","sa3065339",
"Nick Semon","HPU",22,0,1,13.500000459807275,6,0,0,0,0,4.2,27,3,7,7,0,9,1,1,0,4,"Nick Semon","sa3065408",
"Taylor Echols","M-OH",,1,1,8.67857172416182,8,1,0,0,0,9.1,50,11,9,9,0,11,2,1,0,4,"Taylor Echols","sa3065528",
"Rowan Haynes","SEA",,0,0,22.5,7,0,0,0,0,6,44,14,16,15,1,9,3,1,0,4,"Rowan Haynes","sa3065542",
"Grayson King","NCAT",,0,1,5.062499849125747,3,0,0,0,0,5.1,26,4,3,3,0,2,2,1,0,4,"Grayson King","sa3065550",
"Solomon McKinney","NCAT",,0,0,21.214286436840005,6,0,0,0,0,4.2,34,6,12,11,0,12,2,3,0,4,"Solomon McKinney","sa3065569",
"Michael Meckna","ORE",,3,0,2.6129033061889926,7,0,0,0,0,10.1,44,8,3,3,1,5,2,1,0,4,"Michael Meckna","sa3065570",
"Caleb Pica","LIP",,0,0,1.8,2,0,0,0,0,5,19,2,1,1,1,2,0,2,0,4,"Caleb Pica","sa3065594",
"George Welch","TROY",24,0,0,13.50000032186509,5,0,0,0,0,3.1,20,3,8,5,0,2,3,0,0,4,"George Welch","sa3065623",
"Micah Summar","TNTC",,0,0,12.789473363237045,6,0,0,0,0,6.1,34,10,13,9,4,3,2,1,0,4,"Micah Summar","sa3065763",
"Luke Wright","WKU",,0,1,0,4,0,0,0,0,3.2,21,6,5,0,1,0,1,1,0,4,"Luke Wright","sa3065765",
"Brendon Bennett","CLEM",,0,0,4.050000096559526,4,4,0,0,0,6.2,28,4,5,3,2,2,1,1,0,4,"Brendon Bennett","sa3065774",
"Grant Richars","SIU",21,0,0,21.600000514984142,4,0,0,0,0,3.1,24,11,10,8,0,4,0,2,0,4,"Grant Richars","sa3065841",
"Connor Shouse","GT",,0,0,9,3,0,0,0,0,3,15,2,3,3,0,5,0,1,0,4,"Connor Shouse","sa3065954",
"Zak Spurrier","UK",,0,0,10.124999698251495,4,0,0,0,0,2.2,14,6,3,3,1,1,0,0,0,4,"Zak Spurrier","sa3065956",
"Kade Finazzo","CBU",,0,0,6.230769002225986,5,0,0,0,0,4.1,20,3,5,3,1,2,0,0,0,4,"Kade Finazzo","sa3066053",
"Brantley Upshaw","GAST",19,0,0,13.49999959766866,3,0,0,0,0,2.2,14,3,4,4,0,3,1,2,0,4,"Brantley Upshaw","sa3066100",
"Kevin Steelman","COFC",20,0,0,10.384615003709976,6,0,0,0,0,4.1,23,7,5,5,0,1,2,0,0,4,"Kevin Steelman","sa3066240",
"Jack Vest","ETSU",19,0,0,4.5,5,0,0,0,0,4,17,2,2,2,0,2,2,1,0,4,"Jack Vest","sa3066248",
